eleccion,codigo_localidad,localidad,nombre_puesto,votos_totales,votos_ph,pct_ph,sitio_oficial,direccion,latitud,longitud
Alcaldía 2023,00,NACIONAL,CARCEL DISTRITAL,144,67,46.53,,,,
Alcaldía 2023,00,NACIONAL,CARCEL DISTRITAL JUDICIAL MODELO,98,21,21.43,,,,
Alcaldía 2023,00,NACIONAL,PENITENCIARIA LA PICOTA,206,59,28.64,,,,
Alcaldía 2023,00,NACIONAL,PUESTO CENSO(FERIA EXPOSICION),27399,5150,18.8,,,,
Alcaldía 2023,00,NACIONAL,RECLUSION DE MUJERES EL BUEN PASTOR,38,8,21.05,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,ALESSANDRO VOLTA,5033,298,5.92,Colegio Alessandro Volta,CLL 119 # 4 - 79,4.694216800000049,-74.02790711999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,ANGLO AMERICANO,2776,264,9.51,Colegio Anglo Americano,CLL 170 # 8 - 80 /CLL 170 # 8 - 70,4.747961740000051,-74.02898538999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,BUENAVISTA,3677,668,18.17,Colegio Distrital Nuevo Horizonte Sede A,CRA 5 B # 189 B - 30,4.766856690000054,-74.02579166999993
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CALAZANS,5141,605,11.77,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CANAIMA,1785,218,12.21,Vía pública,CLL 195 # 19 - 50 Vía Pública / CLL 195 # 20 - 91 Vía Pública,4.772747020000054,-74.04098847999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CARULLA 140,4688,307,6.55,Almacén Carulla CLL 140 - Parqueadero,CRA 11  # 140 - 20 /CLL 140 # 11 - 20,4.71926086000002,-74.03542253999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CEDRO GOLF,6339,622,9.81,Parque Cedro Golf,CRA 7 A # 150 - 85,4.725494390000051,-74.02642591999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CENTRO COMERCIAL BELAIRE PLAZA,1447,165,11.4,Centro Comercial Belaire Plaza,CRA 7 # 152 - 54,4.72691406000007,-74.02445669999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CENTRO COMERCIAL CEDRITOS 151,12037,939,7.8,Parqueadero Centro Comercial Cedritos 151,CLL 150 # 16 - 56,4.7314900900000225,-74.04181592999998
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CENTRO COMERCIAL HACIENDA SANTA BARBARA,7967,334,4.19,Centro Comercial Hacienda Santa Bárbara,CLL 114 CRA 6 Entrada Zona C /CRA 6 # 115 - 65 Entrada F,4.692593030000069,-74.03165672999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CENTRO COMERCIAL PALATINO,6791,420,6.18,Centro Comercial Palatino,CRA 7 # 138 - 33,4.715298940000025,-74.02903810999999
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,CENTRO COMERCIAL UNICENTRO,16886,716,4.24,Parqueadero Unicentro,AV CRA 15 # 124 - 30,4.7023787700000526,-74.04262499999999
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO AGUSTIN FERNANDEZ SEDE A,5925,832,14.04,Colegio Distrital Agustín Fernández - Sede A,CRA 7 # 155 - 20,4.7295440200000485,-74.02379497999993
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO AQUILEO PARRA SEDE BACHILLERATO,7888,1205,15.28,Colegio Distrital Aquileo Parra,CRA 18 A # 187 - 75 /CRA 18 A # 187 - 97,4.766259870000056,-74.03911764999998
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO BUEN CONSEJO,6506,230,3.54,Colegio Buen Consejo,CLL 104 # 17 - 22entrada por la CLL 105 con CRA 17,4.68997384000005,-74.04904848999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO CAMPESTRE SAN JOSE,3542,184,5.19,Colegio Campestre San José,CLL 128 B # 20 - 80,4.7132078200000365,-74.04955777999999
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO CARDENAL SANCHA,3619,171,4.73,Colegio Cardenal Sancha,CLL 127 B Bis # 21 - 02,4.709756000000027,-74.05093978999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO COLSUBSIDIO NORTE USAQUEN,8029,674,8.39,Colegio Colsubsidio Norte,CLL 151 # 15 - 70,4.732726000000071,-74.04059599999994
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL CRISTOBAL COLON,3227,458,14.19,Colegio Distrital Cristóbal Colón,CLL 165 # 8 A - 03,4.741343000000029,-74.02593299999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL DIVINO MAESTRO SEDE A,3428,456,13.3,Colegio Distrital Divino Maestro - Sede A,CRA 8 C # 163 B - 20,4.739852820000067,-74.02774595999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL DIVINO MAESTRO SEDE B,1604,258,16.08,Colegio Distrital Divino Maestro - Sede B,CLL 164 # 7 F - 08 / CRA 7 F # 164 - 51,4.7402532100000485,-74.02522372999994
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL LA EQUIDAD SALUDCOOP,289,26,9.0,Colegio Distrital La Equidad SALUDCOOP,CRA 1 Este # 163 - 60,4.735055420000037,-74.01616506999994
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL SALUDCOOP NORTE,3223,530,16.44,Colegio Distrital Salud Coop Norte,CLL 181 # 18 B - 83,4.757606000000067,-74.04041199999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL TOBERIN SEDE A,7426,935,12.59,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO DISTRITAL USAQUEN SEDE A,3764,165,4.38,Colegio Distrital Usaquén - Sede A,CLL 127 C # 9 A - 03,4.707009080000034,-74.03447423999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO ESCLAVAS DEL SAGRADO CORAZON,2215,237,10.7,Colegio Esclavas del Sagrado Corazón,CLL 175 # 20 A - 26Entrada por detrás del CC PANAMA,4.755656320000071,-74.04309303999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO FRIEDRICH NAUMANN SEDE A,962,127,13.2,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO FRIEDRICH NAUMANN SEDE B,840,172,20.48,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO GENERAL SANTANDER USAQUEN,3262,433,13.27,Parque Alta Blanca,CRA 8A # 158 - 04,4.7344863200000304,-74.02905374999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO LA ESTRELLITA,1160,201,17.33,Colegio La Estrellita (antes Don Bosco III),CRA 26 # 187 B - 37 /CLL 187C # 4A - 30 /CRA 4 # 187 D - 09,4.764576000000034,-74.02449415999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO MARIA AUXILIADORA NORTE,955,97,10.16,Colegio María Auxiliadora Norte,CRA 8 G # 166 - 70,4.744558520000055,-74.02956340999998
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO MAYOR JOSE CELESTINO MUTIS,304,52,17.11,Colegio Mayor José Celestino Mutis,CRA 11 # 185 B - 88,4.7630960000000755,-74.03262163999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO MONTERROSALES,873,182,20.85,Colegio Monterrosales,KM 4.5 Vía La Calera,4.67414296000004,-74.01973278999998
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO NUEVO HORIZONTE SEDE D TORCA,189,23,12.17,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO PROVINMA,4909,427,8.7,Colegio PROVINMA,CLL 145 # 11 - 40,4.723774540000022,-74.03497694999999
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO PUREZA DE MARIA,4931,407,8.25,Colegio Privado Pureza de María,CRA 7  # 147 - 02,4.722543740000049,-74.02603038999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO SAN FRANCISCO CL 186,2101,353,16.8,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,COLEGIO SANS FACON,1933,205,10.61,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,"COLEGIO TOBERIN ""B""",3853,538,13.96,,,,
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,ESCUELA COLOMBIANA DE REHABILITACION,3760,321,8.54,Escuela Colombiana de Rehabilitación,AV CRA 15 # 151 - 68,4.732884050000052,-74.03997240999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,FUNDACION ANA RESTREPO DEL CORRAL,305,37,12.13,Fundación Ana Restrepo del Corral,CLL 130 # 1 – 10 Este,4.705022530000065,-74.02224767999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,I E AQUILEO PARRA SEDE PRIMARIA,329,42,12.77,Colegio Distrital Aquileo Parra Sede Primaria,TRV 18 B # 187 - 43,4.765408610000065,-74.03934941999995
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,INSTITUTO PEDAGOGICO NACIONAL,6170,344,5.58,Instituto Pedagógico Nacional,AV CLL 127 # 11 - 20,4.704392980000023,-74.03444789999998
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,LIJACA,5636,829,14.71,Colegio Distrital Unión Colombia - Sede B,CLL 189 # 7 - 05,4.765537420000044,-74.02799442999998
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,PARQUE CEDRITOS,6940,573,8.26,Parque Cedritos,CRA 9 Entre CLL 145 y 146 / CRA 11 # 145 - 60,4.723401710000076,-74.03252395999993
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,PLAZA MEXICO,7136,283,3.97,Parqueadero Plaza México,CRA 19 A con CLL 117,4.699343850000048,-74.05045573999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SALON COMUNAL SAN CRISTOBAL NORTE,671,72,10.73,Salón Comunal San Cristóbal Norte,CLL 162 # 7 G - 37,4.737904300000025,-74.02651205999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SALON COMUNAL TIBABITA,299,52,17.39,Salón Comunal Tibabita,CRA 8 B # 191 - 04,4.768201210000029,-74.02949775999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SALON COMUNAL VILLA NIDIA,152,25,16.45,Salón Comunal Villa Nidia,CRA 4 # 160B - 23,4.734658380000042,-74.02081487999999
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SAN ANTONIO UNIÓN COLOMBIA,6131,862,14.06,Colegio Distrital Unión Colombia - Sede A,CRA 7 A # 182 A - 07,4.759461830000021,-74.02751643999994
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SANTA PAULA,5940,185,3.11,Parqueadero,CRA 13 A # 107 A - 10,4.690482880000047,-74.04258361999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SANTO TOMAS DE AQUINO,8647,571,6.6,Colegio Santo Tomás de Aquino,CRA 21 # 132 – 46,4.717314540000075,-74.04961493999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,SERVITA,11782,1539,13.06,Centro de Atención Distrital Especializado Servitá,CLL 165 # 7 - 38 /CLL 165 # 7 - 52,4.7414059700000735,-74.02346389999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,UNIVERSIDAD EL BOSQUE,8309,513,6.17,Universidad El Bosque,AV CRA 9 # 131 A – 02,4.710340760000065,-74.03238880999999
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,UNIVERSIDAD MILITAR,2451,133,5.43,Vía Pública Universidad Militar,CRA 11 con CLL 101 Esquina,4.683697680000023,-74.04260518999996
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,USAQUÉN,9520,859,9.02,Vía Pública,CRA 6A ENTRE CLL 119 Y 120A VIA PUBLICA,4.696280220000062,-74.03074327999997
Alcaldía 2023,01,LOCALIDAD 1 USAQUEN,VERBENAL SANTA MARIA,4703,731,15.54,Colegio Santa María,CRA 11 # 185 B - 17,4.762672440000074,-74.03284929999995
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,ANTIGUO COUNTRY PLAZOLETA CARULLA,5704,332,5.82,Carulla - Plazoleta,CRA 15 con CLL 85 Esquina,4.669904140000028,-74.05568486999994
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,BETHLEMITAS-CALLE 65,3134,397,12.67,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,CENTRO COMERCIAL DE LA 93,2067,87,4.21,Centro Comercial de la 93,CLL 93 # 14 - 20 Entrada C,4.676842290000025,-74.05147766999994
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,CHICO 97,741,36,4.86,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,CHICO LICEO FRANCES LOUIS PASTEUR,8245,233,2.83,Liceo Francés Louis Pasteur,CLL 86 # 7 - 40,4.666711980000059,-74.04677355999996
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,CHICO NORTE,5354,350,6.54,Parqueadero,AV CLL 100 # 16 - 75,4.685075570000038,-74.04965463999997
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,CHICO RESERVADO,4383,204,4.65,Parqueadero Olímpica,CLL 97 # 10 - 45,4.6797337100000505,-74.04422465999994
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,COLEGIO CAMPESTRE MONTEVERDE SAN LUIS,2756,627,22.75,Colegio Distrital Campestre Monteverde,CRA 5 C Este # 98 A - 55,4.670209740000075,-74.02153894999998
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,COLEGIO DEL ROSARIO DE SANTO DOMINGO,460,27,5.87,Colegio del Rosario de Santo Domingo,CLL 68 # 0 - 51 Este /CLL 68 # 1 - 51 Este,4.647583970000028,-74.05235526999996
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,COLEGIO LICEO DE CERVANTES EL RETIRO,2047,65,3.18,Colegio Liceo de Cervantes El Retiro,CRA 8 # 83 - 29 /CRA 8 # 84A - 37,4.664575900000045,-74.04943287999998
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,COLEGIO NUEVO GIMNASIO,985,100,10.15,Colegio Nuevo Gimnasio,CLL 81  # 11 - 71 / CLL 80 # 11 - 70,4.664884250000057,-74.05461493999996
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,COLEGIO SIMON RODRIGUEZ SEDE A,2944,503,17.09,Colegio Distrital  Simón Rodríguez Sede A,CLL 69 # 11 - 27,4.654052440000044,-74.06109617999994
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,EL AQUINATE U. SANTO TOMAS,1415,265,18.73,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,GRANADA COLEGIO SIMON RODRIGUEZ SEDE B,1648,268,16.26,Colegio Distrital Simón Rodríguez - Sede B,CLL 65 Bis # 4 - 90,4.648396260000027,-74.05664862999998
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,MARISCAL SUCRE SEDE B,329,81,24.62,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,MUSEO DEL CHICO,2524,79,3.13,Museo del Chico,CRA 7 # 93 - 01 / AV CRA 7 # 93 - 51,4.6728828500000645,-74.04334129999995
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,PARQUEADERO CHICO CALLE 90,1643,86,5.23,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,SALON COMUNAL PARAISO EL TROPIHUECO,561,145,25.85,Vía Pública Salón Comunal Paraíso El Tropihueco,TRV 1 Este # 40 B - 90,4.626993920000075,-74.06058271999996
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,SENA CALLE 52,3761,770,20.47,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,SENA CALLE 65,2767,511,18.47,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,U. SANTO TOMAS CLAUSTRO,2302,466,20.24,,,,
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD AREA ANDINA,326,60,18.4,Universidad Área Andina,AV Caracas # 69 - 44,4.655955820000031,-74.06230299999999
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD CATOLICA,2135,417,19.53,Universidad Católica de Colombia,CRA 14 # 47 - 44,4.634848980000072,-74.06707901999994
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD DE LA SALLE,2440,395,16.19,Universidad de La Salle,CRA 5 # 59 A - 44,4.644731880000052,-74.06006504999993
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD DISTRITAL,3932,911,23.17,Universidad Distrital,CRA 8 # 40 B - 62 / 64,4.628189520000035,-74.06579504999996
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD EAN,5757,250,4.34,Universidad EAN,CLL 79 # 11 - 45 / CRA 11 # 78 - 47,4.663431080000066,-74.05480024999997
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD JAVERIANA,697,136,19.51,Universidad Javeriana,CLL 40 B # 5 - 37,4.626828340000031,-74.06433563999997
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD KONRAD LORENZ,4554,710,15.59,Fundación Universitaria Konrad Lorenz,CRA 9 Bis # 62 - 43,4.648417560000041,-74.06145695999999
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD PEDAGOGICA NACIONAL,4120,653,15.85,Universidad Pedagógica Nacional,CLL 72 # 11 - 86,4.657867380000027,-74.05929988999998
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD PILOTO,2522,500,19.83,Universidad Piloto de Colombia,CRA 9 # 45 A - 25,4.632772360000047,-74.06547381999997
Alcaldía 2023,02,LOCALIDAD 2 CHAPINERO,UNIVERSIDAD SERGIO ARBOLEDA,3936,417,10.59,Universidad Sergio Arboleda,CLL 74 # 14 - 14,4.660894640000038,-74.05979578999995
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,CAMILO TORRES,2320,592,25.52,Colegio Distrital Externado Camilo Torres,CRA 7 # 33 - 64,4.620288450000032,-74.06658511999996
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,CENTRO COMERCIAL SAN MARTIN,3197,793,24.8,Centro Comercial San Martín,CRA 7 # 32 - 84 / CLL 33 # 6B - 95,4.619655990000069,-74.06767179999997
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,CENTRO ORIENTE,1633,390,23.88,Centro Comunitario Lourdes,CRA 2 # 4 - 10 /CRA 2 # 4 - 12,4.589504470000065,-74.07394484999998
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,COLEGIO LA GIRALDA,2032,544,26.77,Colegio Distrital la Giralda,CLL 1 # 3 - 58 /CLL 1 # 3 - 60,4.583296250000046,-74.07918392999994
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,COLEGIO RAMON JIMENO,102,29,28.43,Colegio Ramón Jimeno,CLL 26 # 2 - 44 /CRA 3 # 26A - 04,4.609487350000052,-74.06499823999997
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,EL CONSUELO,3016,692,22.94,Colegio Distrital Aulas Colombianas - Sede A,CRA 11 Este # 1 A - 85,4.5808390800000325,-74.07114749999994
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,EL GRAN SAN,1312,250,19.05,Centro Comercial El Gran San,CRA 10 # 9 - 37,4.598662970000021,-74.07912582999995
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,EL VERJON,239,27,11.3,Colegio Distrital El Verjón Alto - Sede B (Verjón),KM 13 Vía a Choachí,4.605824590000054,-74.02245576999997
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,FACULTAD DE ARTES - ASAB,1287,301,23.39,Biblioteca Distrital Antonio Nariño,CRA 13 # 14 - 69,4.604598850000059,-74.07837072999996
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,GIRARDOT,1841,422,22.92,Colegio Distrital Jorge Soto del Corral - Sede A,CLL 3 # 1 B - 09 Este /CLL 3 # 2 - 64 Este,4.587580040000034,-74.07299619999998
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,LA PERSEVERANCIA,2365,664,28.08,Colegio Distrital Manuel Elkin Patarroyo,CLL 32 A # 3 C - 37,4.617778000000044,-74.06450466999996
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,LAS AGUAS,1580,424,26.84,Parqueadero primer piso edificio Julio Mario Santo Domingo Universidad de los Andes,CLL 21 # 1 - 20,4.60414564000007,-74.06592859999995
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,LAS CRUCES,3222,711,22.07,Colegio Distrital Antonio José Uribe,CLL 3 # 9 - 70,4.592220080000061,-74.08225487999994
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,LAS NIEVES,2315,632,27.3,Colegio Distrital República de Argentina - Sede B (Policarpa Salavarrieta),CLL 20 # 4 - 68,4.6050135900000555,-74.06913089999995
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,LOS LACHES,3718,880,23.67,Colegio Distrital Efraín Cañavera - Sede B (Los Pinos),CRA 7 Este # 5 - 20,4.587465470000041,-74.06663596999994
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,MEDICINA LEGAL,822,157,19.1,Antigua Escuela Santa Ines,CRA 12 A # 7 - 07,4.597536170000069,-74.08290337999995
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,PALACIO SAN FRANCISCO,3288,999,30.38,Palacio San Francisco,CLL 13 (AV Jiménez) # 7 - 56,4.601961520000032,-74.07359543999996
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,POLICARPA SALAVARRIETA,1845,558,30.24,Colegio Distrital Popicarpa Salavarrieta - Sede A,CLL 28 # 5 A - 06,4.614912220000065,-74.06780814999996
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,SAN BERNARDO,1836,370,20.15,Colegio Distrital Los Ángeles - Sede B (Santa Inés),CLL 3 # 11 B - 40 / CRA 12 # 3 - 04,4.593608140000072,-74.08471557999997
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,UNIVERSIDAD ANTONIO NARIÑO,479,132,27.56,,,,
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,UNIVERSIDAD CENTRAL,2213,557,25.17,Universidad Central,CRA 5 # 21 - 38,4.606374050000056,-74.06934481999997
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,UNIVERSIDAD INCCA DE COLOMBIA,422,97,22.99,Universidad INCCA de Colombia Sede XXX Aniversario,CLL 24 A # 13 - 72,4.611820390000048,-74.07312631999997
Alcaldía 2023,03,LOCALIDAD 3 SANTA FE,UNIVERSIDAD JORGE TADEO LOZANO,2213,583,26.34,Universidad Jorge Tadeo Lozano (Parqueadero),CRA 4 # 22 Int. 1 Ed Módulo 21 / CLL 23 # 4 - 47,4.60739540000003,-74.06791988999998
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,20 DE JULIO SEDE B,4670,1161,24.86,Colegio Distrital 20 de Julio Sede A,CRA 7 A # 24 - 01 Sur /CLL 25 Sur # 7 - 76,4.571464270000035,-74.09452944999998
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,AGUAS CLARAS,687,198,28.82,Colegio Distrital Aguas Claras,CLL 14 Sur # 25 - 05 Este,4.562157230000025,-74.06739883999995
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,ALTAMIRA,5723,1352,23.62,Colegio Distrital Altamira Sur Oriental - Sede A,CLL 42 A Sur # 12 A - 27 Este,4.545385690000046,-74.08484395999994
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,ARBOLEDA SUR,2643,601,22.74,Colegio Distrital Aldemar Rojas Plazas,CRA 9 A # 14 -04 Sur,4.579195660000039,-74.09111476999993
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,ATENAS,1202,275,22.88,,,,
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,BELLAVISTA SAN CRISTOBAL,4262,937,21.98,Colegio Distrital Los Alpes,CRA 9 Este # 36 G - 80 Sur,4.552632460000041,-74.08445703999996
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,BELLO HORIZONTE,4676,1100,23.52,Colegio Distrital José Castro Martínez - Sede A,CLL 31 D Bis Sur # 2 - 24 Este /CLL 31 D Bis Sur # 2 - 25 Este,4.559956490000047,-74.09247452999995
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,CANADA GUIRA,1375,323,23.49,Colegio Distrital Canadá Guira - Sede C,CLL 48 Sur # 2 - 27 Este,4.544384960000059,-74.09879300999995
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,CDC LA VICTORIA,9283,2002,21.57,Centro de Desarrollo Comunitario La Victoria,CLL 37 Bis B Sur # 2 - 81 Este,4.554597520000073,-74.09505745999996
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,COLEGIO LA VICTORIA SEDE A,738,146,19.78,Colegio Distrital La Victoria Sede A,CRA 3 B Este # 38 - 25 Sur,4.552257040000029,-74.09342702999999
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,COLISEO DEPORTIVO PRIMERA DE MAYO,2323,556,23.93,Coliseo Deportivo Primera de Mayo,CRA 5 Bis # 18 A - 14 Sur / CL 19 S # 5 - 40,4.573732100000029,-74.08919654999994
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,EL PORTAL,1662,400,24.07,Colegio Distrital Francisco Javier Matiz Sede B,CRA 3B # 30A - 42 Sur,4.565800000000024,-74.09489999999994
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,EL QUINDIO,1885,464,24.62,Colegio Distrital El Quindío - Sede B,CLL 46 G Sur # 16 A - 01 Este,4.537394020000022,-74.08281201999995
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,EL RODEO SEDE A,499,112,22.44,Colegio Distrital El Rodeo Sede A,CLL 40 A Sur # 2 - 56 Este,4.551325330000054,-74.09524105999998
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,EL RODEO SEDE B LA GLORIA,717,184,25.66,,,,
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,ENTRE NUBES SEDE A,223,62,27.8,Colegio Distrital Entre Nubes Sur  Oriental Sede A - Anibal Fernández de Soto,CRA 1 D Este # 43 B - 28 Sur,4.547742930000027,-74.09763957999996
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,ESCUELA LA VICTORIA B,2506,637,25.42,Colegio Distrital La Victoria Sede B,CRA 3 A Este # 35 - 37 Sur /CRA 3 A Este # 37 A - 59 Sur,4.554348810000022,-74.09391078999994
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,GUACAMAYAS II,1923,548,28.5,Colegio Distrital Alemania Unificada Sede A,CLL 37 A Bis Sur # 2 A - 04,4.555739480000057,-74.09673592999997
Alcaldía 2023,04,LOCALIDAD 4 SAN CRISTOBAL,JUAN DEL RIZZO,5687,1162,20.43,Colegio privado Salesiano Juan del Rizzo Sede B,CLL 27 Sur # 2 B - 59 / CLL 27 A Sur # 2 B - 59,4.567028210000046,-74.09322578999996
