eleccion,codigo_localidad,localidad,nombre_puesto,votos_totales,votos_ph,pct_ph,sitio_oficial,direccion,latitud,longitud
Alcaldía 2023,11,LOCALIDAD 11 SUBA,RAMON DE ZUBIRIA SEDE B - IED,1609,332,20.63,Colegio Distrital Ramón de Subiría - Sede B,CLL 130 D # 88 B - 20,4.727428000000032,-74.08659299999994
Alcaldía 2023,11,LOCALIDAD 11 SUBA,REPUBLICA DOMINICANA SEDE A - IED,7747,1578,20.37,Colegio Distrital República Dominicana,CLL 131 A # 125 - 39,4.738964390000035,-74.10899938999995
Alcaldía 2023,11,LOCALIDAD 11 SUBA,REPUBLICA DOMINICANA SEDE B - IED,1800,362,20.11,Colegio Distrital República Dominicana Sede B,CRA 123 # 129 D - 22 / CRA 123 # 129 D - 55,4.734903320000058,-74.10777578999995
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL AURES II,2228,471,21.14,Salón Comunal Aures II,CRA 105 B #129 D - 92,4.733217360000026,-74.10196150999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL CIUDAD JARDIN NORTE,682,60,8.8,Salón Comunal Ciudad Jardín Norte,CRA 59 B BIS # 132 - 53,4.724865830000056,-74.07045661999996
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL COMPARTIR 1,846,187,22.1,Salón Comunal Suba Compartir 1,CRA 136 C # 152 F - 44,4.760252180000066,-74.10591839999995
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL EL SOLAR,1119,226,20.2,Salón Comunal El Solar 1,CRA 109 B # 141 A - 36 / CRA 109 B # 141 A 56,4.7458336800000325,-74.09980172999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL SAN FRANCISCO,934,173,18.52,Salón Comunal Barrio San Francisco,CRA 84 A # 145 B -07,4.7366590000000315,-74.08034199999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL SAN PEDRO DE TIBABUYES,527,103,19.54,Salón Comunal San Pedro de Tibabuyes,CLL 137 # 145 B - 12,4.746355410000035,-74.11793439999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL SANTA CECILIA,1853,412,22.23,Salón Comunal Santa Cecilia,CRA 158B # 131A - 45,4.739700000000028,-74.12819999999994
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL VILLA CINDY,897,187,20.85,Salón Comunal Villa Cindy,CLL 137 B #1 57 - 17,4.74375297000006,-74.12773663999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SALON COMUNAL VILLA MARIA,1041,216,20.75,Salón Comunal Villa Maria,CRA 111 # 135 - 25,4.7405871000000275,-74.10368113999994
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SAN CIPRIANO,4405,577,13.1,Colegio Distrital Vista Bella - Sede B,CLL 166 Bis  # 54 C - 08 / CLL 166 # 54 C - 08,4.748629040000026,-74.05503118999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SAN JOSE BAVARIA-ABRAHAM LINCOLN,2619,275,10.5,,,,
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SAN NICOLAS-AGUSTINIANO NORTE,4748,345,7.27,,,,
Alcaldía 2023,11,LOCALIDAD 11 SUBA,SIMON BOLIVAR - IED,4564,768,16.83,Colegio Distrital  Simón Bolívar Suba,CRA 92 # 146C - 38,4.741306350000059,-74.08484848999996
Alcaldía 2023,11,LOCALIDAD 11 SUBA,TEJARES NORTE,5255,590,11.23,Universidad Pedagógica Nacional,CLL 183 # 54 D - 25,4.762782870000024,-74.05026994999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,TIBABUYES UNIVERSAL SEDE A - IED,6729,1185,17.61,Colegio Distrital Tibabuyes Universal,CRA 128 A # 139 - 13,4.74623162000006,-74.11057586999993
Alcaldía 2023,11,LOCALIDAD 11 SUBA,TIBABUYES UNIVERSAL SEDE B - IED,1049,246,23.45,Colegio Distrital Tibabuyes Universal Sede B,CRA 118 # 136 -14,4.741808640000045,-74.10474295999995
Alcaldía 2023,11,LOCALIDAD 11 SUBA,UNIVERSIDAD UDCA,653,37,5.67,Universidad UDCA,CLL 222 # 55 - 09,4.800223800000026,-74.04886564999998
Alcaldía 2023,11,LOCALIDAD 11 SUBA,VEINTIUN ANGELES SEDE A - IED,721,132,18.31,Colegio Distrital Veintiún Ángeles,CRA 90 # 154 A - 09,4.749452670000039,-74.08034907999996
Alcaldía 2023,11,LOCALIDAD 11 SUBA,VILLA DEL PRADO UNIAGRARIA,8335,975,11.7,,,,
Alcaldía 2023,11,LOCALIDAD 11 SUBA,VILLA ELISA SEDE A - IED,3143,520,16.54,Colegio Distrital Villa Elisa - Sede A,CLL 132 C # 92 A - 71,4.73234393000007,-74.08785468999997
Alcaldía 2023,11,LOCALIDAD 11 SUBA,VILLA ELISA SEDE B IED,269,37,13.75,Colegio Distrital Villa Elisa Sede B,CLL 135 # 94 C - 57,4.73449123000006,-74.08876332999995
Alcaldía 2023,11,LOCALIDAD 11 SUBA,VILLA ELISA SEDE C - IED,4447,688,15.47,Colegio Villa Elisa Sedes C y D,CLL 128 Bis # 93 - 80,4.722742550000021,-74.09331632999994
Alcaldía 2023,11,LOCALIDAD 11 SUBA,VIRGINIA GUTIERREZ DE PINEDA - IED,2690,615,22.86,Colegio Distrital Virginia Gutiérrez de Pineda,CLL 131 B # 94 F - 31,4.731055910000066,-74.09174548999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,11 DE NOVIEMBRE,166,39,23.49,Jardín Infantil Santa Sofía,CRA 28 B #75 - 11 ,4.668502700000033,-74.06914313999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,12 DE OCTUBRE,2048,335,16.36,Colegio Distrital  Francisco Primero Sede C,CRA 29 C # 71 C - 11,4.666941940000072,-74.07335094999996
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,BENJAMIN HERRERA,2205,392,17.78,Colegio Distrital Francisco Primero Sede Alemania,CRA 28 # 63 - 64,4.652273760000071,-74.07567929999993
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,CAFAM AV. 68,5524,752,13.61,,,,
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,COLOMBIA,2045,379,18.53,Colegio Mercedario San Pedro,CLL 69 # 17 - 39,4.657375870000067,-74.06551905999999
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,DOMINGO FAUSTINO SARMIENTO SEDE B,519,90,17.34,Colegio Distrital Domingo Faustino Sarmiento Sede B,CLL 91 A # 60 - 01,4.680526830000076,-74.06668700999995
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,ENTRE RIOS,2907,334,11.49,Parqueadero Conjunto Residencial Entre Ríos,CRA 62 # 83 - 02 / AV CLL 80 # 58 - 84 ,4.6803001500000505,-74.07541461999995
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,GAITAN,3448,456,13.23,Colegio Distrital Rafaél Bernal Jiménez - Sede B,CRA 54 # 78 - 85,4.674229420000074,-74.07245197999998
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,HELADIA MEJIA SEDE A,226,46,20.35,Colegio Distrital Heladía Mejía Sede A,CLL 65 A # 15 - 64 / CLL 65 A # 15A - 02,4.653123520000065,-74.06566702999999
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,ISERRA 100,5157,529,10.26,Centro Comercial ISERRA 100,TRV 55 # 98 A - 66,4.6878207200000475,-74.06459721999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,JORGE ELIECER GAITAN SEDE B PRIMARIA,1569,278,17.72,Colegio Distrital Jorge Eliecer Gaitán - Sede B,AV CLL 72 # 58 - 75,4.6725178800000435,-74.07983929999995
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,JOSE JOAQUIN VARGAS,5822,933,16.03,Fundación Universitaria Monserrate - UNIMONSERRATE,AV CLL 68 # 62 - 11,4.67268260000003,-74.08314809999996
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,LA CASTELLANA,4636,425,9.17,Cancha detrás de Olimpica,CRA 47 A con CLL 94 Cancha Parque / CRA 48 # 94 - 02,4.68258983000004,-74.06048851999998
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,LA MUEQUETA,1201,194,16.15,Colegio Distrital Heladia Mejía - Sede B,CLL 64 # 20 - 21,4.654475370000057,-74.06936124999999
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,LA PAZ,1758,266,15.13,Colegio Distrital Francisco primero Sede Manuela Ayala,CRA 28 B # 65 - 80,4.660220170000059,-74.07520913999997
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,LORENCITA VILLEGAS DE SANTOS,140,20,14.29,Colegio Distrital Lorencita Villegas de Santos,CRA 52 # 76 - 63,4.67264018000003,-74.07196111999997
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,LOS ALCAZARES,2736,445,16.26,Colegio San Felipe Neri,CRA 27 C # 71 - 80,4.66374804000003,-74.07035057999997
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,METROPOLIS,5276,722,13.68,Centro Comercial Metrópolis,AV CRA 68 # 75 A - 50,4.680544730000065,-74.08229830999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,PATRIA,1424,241,16.92,Fundación Educativa Santa María,CRA 50 # 90 - 50,4.6790756500000725,-74.06517254999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,PLAZA DE LOS ARTESANOS,1421,240,16.89,Plaza de Los Artesanos,CRA 60 # 63 A - 52/AV CRA 60 # 63 - 64,4.664194990000055,-74.08583786999998
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,POLIDEPORTIVO  POLO,1373,203,14.79,,,,
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,POLO CLUB,2588,275,10.63,Alianza Cristiana y Misionera Colombiana,AV CRA 20 (Autopista norte) # 81 - 55,4.669161300000042,-74.06070016999996
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,POPULAR MODELO,6640,1131,17.03,Colegio Distrital Jorge Eliecer Gaitán - Sede A,CLL 66 A # 56 B – 35 / CLL 66 A # 56 - 25,4.665450650000025,-74.08165928999995
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,RAFAEL BERNAL JIMENEZ SEDE A,123,25,20.33,Colegio Distrital Rafael Bernal Jimenez Sede A,CRA 53 # 75 - 17,4.671847540000044,-74.07350123999998
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,REPUBLICA DE PANAMA SEDE C,562,106,18.86,Colegio Distrital República de Panamá - Sede C,CLL 78 # 58 - 60,4.676408760000072,-74.07657952999995
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,RIONEGRO,4541,578,12.73,Colegio Distrital Faustino Sarmiento - Sede A,TRV 60 # 95 - 51,4.684978810000075,-74.06649724999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,SAN FELIPE,1627,232,14.26,Colegio Distrital Juan Francisco Berbeo - Sede B,CLL 77 # 22 - 66 / CLL 77 # 22 - 68,4.666845970000054,-74.06340933999996
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,SAN FERNANDO,4453,739,16.6,Colegio Distrital República de Panamá Sede A,CRA 57 A # 74 A - 32,4.672777720000056,-74.07670480999997
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,SAN MIGUEL,929,151,16.25,Colegio Distrital Jorge Eliecer Gaitán - Sede A,CLL 66 A # 43 - 25 / CLL 66 A # 56 - 25 ,4.665057630000035,-74.08108760999994
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,SANTA SOFIA,2508,407,16.23,Colegio Distrital Juan Francisco Berbeo - Sede A,CRA 28 B # 78 - 40 / CRA 28 B # 78 - 30 ,4.670677320000038,-74.06707617999996
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,SIETE DE AGOSTO,3844,714,18.57,Universidad del Rosario,CRA 24 # 63 C - 69,4.654623560000061,-74.07208126999996
Alcaldía 2023,12,LOCALIDAD 12 BARRIOS UNIDOS,SIMON BOLIVAR,5990,971,16.21,Colegio Distrital Tomás Carrasquilla - sede A,CLL 74 A # 62 - 44,4.67576162000006,-74.08023465999997
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,ACEVEDO TEJADA,1741,541,31.07,Salón Comunal Acevedo Tejada,CRA 32 A # 27 A - 16/CRA 32 A # 27 A -20,4.629909000000055,-74.08123899999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,BIBLIOTECA VIRGILIO BARCO,2676,533,19.92,Biblioteca Virgilio Barco,AV CRA 60 # 57 - 60,4.657094270000073,-74.08867879999997
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,CAFAM CALLE 51,3244,674,20.78,,,,
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,CENTRO COMERCIAL GALERIAS,3288,766,23.3,Centro Comercial Galerías,CLL 53 B # 25 - 21,4.643162800000027,-74.07494141999996
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,CENTRO EDUCATIVO LIBERTAD,196,64,32.65,,,,
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,CENTRO NARIÑO,2729,710,26.02,Acueducto,AV CLL 24 # 37 - 27,4.628473690000021,-74.09149144999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,CIRCULO COLOMBIANO DE ARTISTAS,727,203,27.92,Teatro Bernardo Romero Lozano,CLL 46 # 28 - 30,4.636136780000072,-74.07842896999995
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,CIUDAD SALITRE,5604,629,11.22,Plazoleta Centro Comercial Gran Estación,AV CLL 26 # 62 - 47 /AV CLL 26 # 60 - 61,4.64855878000003,-74.10117280999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,COLEGIO AMERICANO,4426,1010,22.82,Colegio Americano,CRA 22 # 45 A - 51,4.634310560000074,-74.07409025999993
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,COLEGIO DEL PILAR,490,90,18.37,Colegio Nuestra Señora del Pilar,CLL 62 # 27 A - 12,4.650735230000066,-74.07527643999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,COLEGIO MONTEHELENA,2520,591,23.45,,,,
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,COLEGIO SANTA CLARA,2014,555,27.56,Colegio Santa Clara,AV CRA 28 # 35 - 35,4.624981000000048,-74.07672481999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,DIVINO SALVADOR,2778,628,22.61,Colegio Distrital Manuela Beltrán,CRA 14 A # 57 - 28,4.644427050000047,-74.06639656999994
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,EL CAMPIN,2040,416,20.39,Centro Superior de Estudios en Administración Deportiva - CEAD (Frente al Col. Cubierto El Campín),DIAG 61 C  # 27 - 21 ,4.649279930000034,-74.07582904999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,EL SALITRE,1858,242,13.02,Salón Comunal Salitre Greco,CLL 46 # 67 A - 35,4.655930620000049,-74.10011001999999
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,IMPRENTA NACIONAL,5952,683,11.48,Imprenta Nacional,CRA 66 # 24 - 09,4.649000000000058,-74.10539999999997
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,LA ESMERALDA,4298,643,14.96,Colegio Calazanz Femenino,CLL 44 C # 55 - 50 /CLL 45 # 54 - 51,4.647254000000032,-74.09103470999997
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,LA MAGDALENA,2623,707,26.95,Colegio Champagnat,CRA 17 # 39 B - 51,4.6293509600000675,-74.07105250999996
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,LICEO PARROQUIAL SARA ZAPATA,1980,522,26.36,Liceo Parroquial Sara Zapata,CRA 22 # 51 - 68,4.640129330000036,-74.07275262999997
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,NICOLAS DE FEDERMAN,5739,799,13.92,Colegio de la Contraloría,CLL 57 B # 37 - 34,4.648238760000027,-74.08198887999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,PABLO VI,5035,871,17.3,Plazoleta Pablo VI,CRA 53 con CLL 57 B (Plazoleta) / CLL 57A # 53 - 21,4.649792880000064,-74.08685654999994
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,PABLO VI II ETAPA,1784,285,15.98,,,,
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,PALERMO,4499,808,17.96,Colegio Distrital Palermo,CRA 23 # 49 - 37,4.638043200000027,-74.07408780999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,QUINTA PAREDES A,2054,438,21.32,Hemeroteca Nacional,AV Dorado CLL 26 # 44 A - 40,4.636170900000025,-74.09153300999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,QUINTA PAREDES B,6682,1080,16.16,Gimnasio Mackinley,AV CLL 24 # 48 - 53,4.637018090000026,-74.09760863999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,RAFAEL NUÑEZ,3532,564,15.97,Escuela Superior de Administración Pública - ESAP,CLL 44 # 53 - 37,4.644623940000031,-74.09262936999994
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,RESIDENCIAS B.C.H.,1935,503,25.99,Instituto Distrital Manuela Beltrán,CRA 32 A # 27 - 18,4.6296729100000675,-74.08162453999995
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,SAN LUIS,2989,629,21.04,Colegio Antonio Nariño,CL 61 16 15,4.648300910000046,-74.06726194999999
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,SANTA TERESITA,897,175,19.51,Liceo Universidad Católica,DIAG 46 A # 15 - 21 /CRA 15 # 46 - 69,4.634295930000064,-74.06879445999994
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,SUPERCADE CAD,596,174,29.19,Sistema Distrital de Servicio a la Ciudadanía - Supercade CAD,CRA 30 # 25 - 90,4.625532340000063,-74.08150576999998
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,TEUSAQUILLO,3323,923,27.78,Fundación Universitaria Compensar (Sede K),CLL 32 A # 17 - 14,4.621280330000047,-74.07273435999997
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,UNIVERSIDAD ANTONIO NARIÑO,334,66,19.76,Universidad Antonio Nariño,CLL 58 A Bis # 37 - 94,4.649932790000037,-74.08236802999994
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,UNIVERSIDAD ECCI - SEDE G,1382,431,31.19,Universidad ECCI - Sede G,CRA 19 # 48 - 32,4.636799850000045,-74.07135072999995
Alcaldía 2023,13,LOCALIDAD 13 TEUSAQUILLO,UNIVERSIDAD NACIONAL AUD ALFONSO LOPEZ,1915,724,37.81,Universidad Nacional - Auditorio Alfonso López Pumarejo,CRA 45 # 26 - 85,4.639493190000053,-74.08986527999997
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,ANTONIO RICAURTE,605,118,19.5,Colegio Distrital Antonio Ricaurte - Sede A,CRA 26 # 07 - 61,4.605491680000057,-74.09318330999997
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,CENTRO CRECER,3248,506,15.58,Centro Crecer,AV CLL 1 # 24 B - 26,4.594708290000028,-74.09769646999996
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,CENTRO MEMORIA,783,217,27.71,Centro Memoria,CRA 19 B # 24 - 32,4.618683370000042,-74.07725251999994
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,COLEGIO BILINGUE CEDAM,846,138,16.31,Colegio Privado Bilingüe CEDAM,CLL 2 B # 27 A - 26,4.601268120000043,-74.09919003999994
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,COLEGIO DISTRITAL TECNICO MENORAH,1105,254,22.99,Colegio Distrital Técnico Menorah,CRA 19 A # 1 C -56 / CRA 19 A # 1 C -64 /CRA 19 A # 1 C - 19,4.59398292000003,-74.09278723999995
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,COLSEGUROS,2034,435,21.39,Salón Comunal,AV CLL 22 C # 29 A - 47,4.621698650000042,-74.08428456999997
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,EDUARDO SANTOS,2550,502,19.69,Centro Educativo Distrital Eduardo Santos,CRA 19 A Bis # 1 A - 55 / CRA 19 B Bis # 1 C - 55,4.5943392400000675,-74.09333049999998
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,EL VERGEL,2643,471,17.82,Colegio Distrital San Francisco de Asís - Sede B,CRA 21  # 1 D – 06 / CRA 21 # 1 H – 06,4.596321870000054,-74.09426546999998
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,ESTACION DE LA SABANA,1974,378,19.15,Salones de la Estación,CLL 13 # 18 - 24,4.607028940000021,-74.08335136999995
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,LA ESTANZUELA,4636,641,13.83,,,,
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,LA REBECA,814,153,18.8,Colegio Distrital Eduardo Santos - Sede B - Primera Infancia,CRA 24 # 1 H - 19,4.5969049800000334,-74.09586257999996
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,MALLPLAZA,4655,922,19.81,Centro Comercial Mallplaza,AV NQS con 19 /CRA 30 20 54 ,4.6192269700000566,-74.08655260999996
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,PANAMERICANO,1028,267,25.97,Colegio Distrital Panamericano,CRA 27 # 24 C - 19,4.6230571100000475,-74.07883499999997
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,RICAURTE,3562,604,16.96,Colegio Distrital Antonio Ricaurte - Sede B,CLL 10 # 29 - 64,4.610112400000048,-74.09447961999996
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,SALON COMUNAL SANTA ISABEL,1898,350,18.44,Salón Comunal Santa Isabel,CLL 1 D Bis # 29 - 92,4.599747280000031,-74.10290328999997
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,SAMPER MENDOZA,2065,423,20.48,,,,
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,SAN FASON,1125,194,17.24,Colegio Nuestra Señora de la Presentación,CLL 19 # 19 - 27,4.61216225000004,-74.08133885999996
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,SANTA FE,2592,542,20.91,Colegio Distrital República Bolivariana de Venezuela - Sede A,CLL 22 A # 18 B - 42,4.615162800000064,-74.07940437999997
Alcaldía 2023,14,LOCALIDAD 14 MARTIRES,VERAGUAS,2166,364,16.81,Salón Comunal Barrio El Progreso,CLL 5 A # 26 A - 39,4.602877290000038,-74.09628110999995
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,CASA COMUNAL CIUDAD JARDIN,1190,272,22.86,Casa Comunal Ciudad Jardín,CRA 12 F # 19 - 37 Sur,4.580744910000021,-74.09961815999998
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,CINCO DE NOVIEMBRE,724,141,19.48,Salón Comunal Cinco de Noviembre,CLL 39 A Sur # 39 A - 12/CRA 34F # 39 - 12 Sur,4.593381400000055,-74.12591339999994
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,CIUDAD BERNA,3377,714,21.14,Escuela Superior Distrital María Montesory - Sede B,CLL 10 Sur # 13 - 27,4.586132710000072,-74.09353677999997
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,CIUDAD JARDIN,5160,943,18.28,Colegio Cooperativo del Magisterio de Cundinamarca,CLL 16 Bis Sur # 12 C - 02,4.582211690000065,-74.09646507999997
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,COLEGIO ADVENTISTA EMMANUEL,482,97,20.12,Colegio Adventista Emmanuel,CLL 10 B Sur # 18 A - 15,4.588831590000041,-74.09755352999997
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,COLEGIO NUESTRA SEÑORA DE LA PAZ,98,14,14.29,Colegio Privado Comunidad Hermanas de Nuestra Señora de La Paz,AV CRA 27 # 29 - 17 Sur / AV CRA 27 # 29 - 65 Sur,4.588895250000064,-74.11326542999996
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,LA FRAGUA,3446,719,20.86,Colegio Distrital Atanasio Girardot - Sede A,CLL 14 Sur # 28 - 16,4.594286360000069,-74.10444051999997
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,LA FRAGUITA,2085,401,19.23,,,,
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,LA VALVANERA,2857,487,17.05,Colegio Parroquial La Valvanera,CLL 13 Sur # 24 B - 04,4.58998900000006,-74.10028399999999
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,LUNA PARK,1515,340,22.44,Colegio Distrital Guillermo León Valencia - Sede C,CLL 10 B Bis Sur # 16 - 11,4.5871945200000255,-74.09726188999997
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,POLICARPA,4460,1363,30.56,Colegio Distrital Jaime Pardo Leal,CRA 10 A Sur # 3 - 63/CRA 10 A # 3 - 21 Sur,4.586603000000025,-74.08822097999996
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,RESTREPO A,5616,1077,19.18,Escuela Normal Superior Distrital María Montesory - Sede A,CLL 14 Sur # 14 - 20,4.58524452000006,-74.09690012999994
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,RESTREPO B,5731,1036,18.08,Colegio Distrital Guillermo León Valencia - Sede A,CLL 15 Sur # 24 B - 15 / CLL 15 Sur # 24 B - 17 / CRA 24 B # 16 - 03 Sur,4.588278760000037,-74.10211534999996
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,SALON COMUNAL CIUDAD BERNA,237,36,15.19,Salón Comunal Ciudad Berna,CLL 8 Sur # 11 A - 39 / CRA 11 A # 8 - 39 Sur,4.585331780000047,-74.09086793999995
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,SALON COMUNAL EDUARDO FREI,167,46,27.54,Salón Comunal Eduardo Frei,CL 32 Sur 29A # 75,4.590770970000051,-74.11702177999996
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,SALON COMUNAL SEVILLA SUR,82,17,20.73,Salón Comunal Sevilla Sur,CLL 2 Sur # 13 A - 16,4.590275770000062,-74.09024811999996
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,SALON COMUNAL VILLA MAYOR,1647,340,20.64,Salón Comunal Ciudad Villa Mayor,CRA 34 C # 34 - 18 Sur/CRA 34 C # 32A - 18 Sur,4.592108650000057,-74.11921227999994
Alcaldía 2023,15,LOCALIDAD 15 ANTONIO NARIÑO,SALÓN COMUNAL SAN ANTONIO,579,121,20.9,Salón Comunal San Antonio,CRA 18A # 4 - 81 Sur / CLL 6 Sur #18A - 04,4.590876380000054,-74.09567293999999
